source_url,destination_url,anchor_text,section_heading,link_type,http_status,source_field
(data) products.json,https://theburgersleeves.com/product/black-burger-sleeves/,Black Printed Burger Sleeves,products.json[19].longDescriptionHtml,html (body copy),200,products.json > products.json[19].longDescriptionHtml
(data) products.json,/product/gloss-finish-burger-sleeves/,Gloss Finish Burger Sleeves,products.json[20].url,navigation/data,200,products.json > products.json[20].url
(data) products.json,/product/die-cut-burger-sleeves/,Die Cut Burger Sleeves,products.json[21].url,navigation/data,200,products.json > products.json[21].url
(data) products.json,/product/burger-sleeves/,Burger Sleeves,products.json[22].url,navigation/data,200,products.json > products.json[22].url
(data) products.json,/product/hamburger-sleeves/,Hamburger Sleeves,products.json[23].url,navigation/data,200,products.json > products.json[23].url
(data) products.json,/product/cheeseburger-sleeves/,Cheeseburger Sleeves,products.json[24].url,navigation/data,200,products.json > products.json[24].url
(data) products.json,/product/fast-food-burger-sleeves/,Fast Food Burger Sleeves,products.json[25].url,navigation/data,200,products.json > products.json[25].url
(data) products.json,/product/takeaway-burger-sleeves/,Takeaway Burger Sleeves,products.json[26].url,navigation/data,200,products.json > products.json[26].url
(data) products.json,/product/disposable-burger-sleeves/,Disposable Burger Sleeves,products.json[27].url,navigation/data,200,products.json > products.json[27].url
(data) products.json,/product/grease-resistant-burger-sleeves/,Grease Resistant Burger Sleeves,products.json[28].url,navigation/data,200,products.json > products.json[28].url
(data) products.json,/product/food-grade-burger-sleeves/,Food Grade Burger Sleeves,products.json[29].url,navigation/data,200,products.json > products.json[29].url
(data) products.json,/product/custom-burger-sleeves/,Custom Burger Sleeves,products.json[30].url,navigation/data,200,products.json > products.json[30].url
(data) products.json,/product/printed-burger-sleeves/,Printed Burger Sleeves,products.json[31].url,navigation/data,200,products.json > products.json[31].url
(data) products.json,https://theburgersleeves.com/product-category/customized-burger-sleeves/,custom print sleeve options,products.json[31].longDescriptionHtml,html (body copy),200,products.json > products.json[31].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/branded-burger-sleeves/,brand led sleeve layouts,products.json[31].longDescriptionHtml,html (body copy),200,products.json > products.json[31].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/logo-printed-burger-sleeves/,logo placement focused prints,products.json[31].longDescriptionHtml,html (body copy),200,products.json > products.json[31].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/full-color-burger-sleeves/,full artwork coverage,products.json[31].longDescriptionHtml,html (body copy),200,products.json > products.json[31].longDescriptionHtml
(data) products.json,/product/branded-burger-sleeves/,Branded Burger Sleeves,products.json[32].url,navigation/data,200,products.json > products.json[32].url
(data) products.json,/product/logo-printed-burger-sleeves/,Logo Printed Burger Sleeves,products.json[33].url,navigation/data,200,products.json > products.json[33].url
(data) products.json,/product/full-color-burger-sleeves/,Full Color Burger Sleeves,products.json[34].url,navigation/data,200,products.json > products.json[34].url
(data) products.json,/product/black-printed-burger-sleeves/,Black Printed Burger Sleeves,products.json[35].url,navigation/data,200,products.json > products.json[35].url
(data) products.json,/product/white-printed-burger-sleeves/,White Printed Burger Sleeves,products.json[36].url,navigation/data,200,products.json > products.json[36].url
(data) products.json,/product/minimal-design-burger-sleeves/,Minimal Design Burger Sleeves,products.json[37].url,navigation/data,200,products.json > products.json[37].url
(data) products.json,/product/restaurant-burger-sleeves/,Restaurant Burger Sleeves,products.json[38].url,navigation/data,200,products.json > products.json[38].url
(data) products.json,https://theburgersleeves.com/product-category/special-sleeves-uses/,restaurant service sleeve options,products.json[38].longDescriptionHtml,html (body copy),200,products.json > products.json[38].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/cafe-burger-sleeves/,counter service use,products.json[38].longDescriptionHtml,html (body copy),200,products.json > products.json[38].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/street-food-burger-sleeves/,fast paced serving,products.json[38].longDescriptionHtml,html (body copy),200,products.json > products.json[38].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/event-burger-sleeves/,large batch service,products.json[38].longDescriptionHtml,html (body copy),200,products.json > products.json[38].longDescriptionHtml
(data) products.json,/product/food-truck-burger-sleeves/,Food Truck Burger Sleeves,products.json[39].url,navigation/data,200,products.json > products.json[39].url
(data) products.json,https://theburgersleeves.com/product-category/special-sleeves-uses/,mobile service sleeve formats,products.json[39].longDescriptionHtml,html (body copy),200,products.json > products.json[39].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/restaurant-burger-sleeves/,kitchen to counter flow,products.json[39].longDescriptionHtml,html (body copy),200,products.json > products.json[39].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/street-food-burger-sleeves/,fast handoff packaging,products.json[39].longDescriptionHtml,html (body copy),200,products.json > products.json[39].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/promotional-burger-sleeves/,campaign ready wrapping,products.json[39].longDescriptionHtml,html (body copy),200,products.json > products.json[39].longDescriptionHtml
(data) products.json,/product/cafe-burger-sleeves/,Cafe Burger Sleeves,products.json[40].url,navigation/data,200,products.json > products.json[40].url
(data) products.json,https://theburgersleeves.com/product-category/special-sleeves-uses/,use based burger sleeve options,products.json[40].longDescriptionHtml,html (body copy),200,products.json > products.json[40].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/restaurant-burger-sleeves/,front counter service use,products.json[40].longDescriptionHtml,html (body copy),200,products.json > products.json[40].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/food-truck-burger-sleeves/,mobile service sleeves,products.json[40].longDescriptionHtml,html (body copy),200,products.json > products.json[40].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/event-burger-sleeves/,high volume service handling,products.json[40].longDescriptionHtml,html (body copy),200,products.json > products.json[40].longDescriptionHtml
(data) products.json,/product/street-food-burger-sleeves/,Street Food Burger Sleeves,products.json[41].url,navigation/data,200,products.json > products.json[41].url
(data) products.json,https://theburgersleeves.com/product-category/special-sleeves-uses/,quick serve sleeve use cases,products.json[41].longDescriptionHtml,html (body copy),200,products.json > products.json[41].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/food-truck-burger-sleeves/,mobile serving routines,products.json[41].longDescriptionHtml,html (body copy),200,products.json > products.json[41].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/event-burger-sleeves/,high volume handoff,products.json[41].longDescriptionHtml,html (body copy),200,products.json > products.json[41].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/restaurant-burger-sleeves/,kitchen ready presentation,products.json[41].longDescriptionHtml,html (body copy),200,products.json > products.json[41].longDescriptionHtml
(data) products.json,/product/promotional-burger-sleeves/,Promotional Burger Sleeves,products.json[42].url,navigation/data,200,products.json > products.json[42].url
(data) products.json,https://theburgersleeves.com/product-category/special-sleeves-uses/,campaign focused sleeve use cases,products.json[42].longDescriptionHtml,html (body copy),200,products.json > products.json[42].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/cafe-burger-sleeves/,daily counter branding use,products.json[42].longDescriptionHtml,html (body copy),200,products.json > products.json[42].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/event-burger-sleeves/,bulk service distribution,products.json[42].longDescriptionHtml,html (body copy),200,products.json > products.json[42].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/restaurant-burger-sleeves/,consistent dine in presentation,products.json[42].longDescriptionHtml,html (body copy),200,products.json > products.json[42].longDescriptionHtml
(data) products.json,/product/event-burger-sleeves/,Event Burger Sleeves,products.json[43].url,navigation/data,200,products.json > products.json[43].url
(data) products.json,https://theburgersleeves.com/product-category/special-sleeves-uses/,service setting sleeve choices,products.json[43].longDescriptionHtml,html (body copy),200,products.json > products.json[43].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/street-food-burger-sleeves/,quick handoff service,products.json[43].longDescriptionHtml,html (body copy),200,products.json > products.json[43].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/promotional-burger-sleeves/,brand visibility during campaigns,products.json[43].longDescriptionHtml,html (body copy),200,products.json > products.json[43].longDescriptionHtml
(data) products.json,https://theburgersleeves.com/product/cafe-burger-sleeves/,counter service sleeves,products.json[43].longDescriptionHtml,html (body copy),200,products.json > products.json[43].longDescriptionHtml
(component) src/components/CtaBanner.astro,/get-free-quote/,(template),—,template/chrome,200,src/components/CtaBanner.astro
(component) src/components/Header.astro,/,(template),—,template/chrome,200,src/components/Header.astro
(page) src/pages/404.astro,/get-free-quote/,(template),—,template/chrome,200,src/pages/404.astro
(page) src/pages/404.astro,/shop/,(template),—,template/chrome,200,src/pages/404.astro
(page) src/pages/index.astro,/get-free-quote/,(template),—,template/chrome,200,src/pages/index.astro
(page) src/pages/index.astro,/shop/,(template),—,template/chrome,200,src/pages/index.astro
(page) src/pages/product/[slug].astro,/brand/the-burger-sleeves/,(template),—,template/chrome,200,src/pages/product/[slug].astro
(page) src/pages/thank-you.astro,/,(template),—,template/chrome,200,src/pages/thank-you.astro
https://theburgersleeves.com/about-us/,https://theburgersleeves.com/get-free-quote/,Request Free Quote,(live body),live-wordpress,200,live crawl > about-us.html
https://theburgersleeves.com/about-us/,/cdn-cgi/l/email-protection#adc4c3cbc2edd9c5c8cfd8dfcac8dfdec1c8c8dbc8de83cec2c0,Email,(live body),live-wordpress,404,live crawl > about-us.html
https://theburgersleeves.com/brand/the-burger-sleeves/,https://theburgersleeves.com/product/black-burger-sleeves/,Black Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,/brand/the-burger-sleeves/?add-to-cart=119,Add to cart,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,https://theburgersleeves.com/product/black-printed-burger-sleeves/,Black Printed Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,/brand/the-burger-sleeves/?add-to-cart=108,Add to cart,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,https://theburgersleeves.com/product/branded-burger-sleeves/,Branded Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,/brand/the-burger-sleeves/?add-to-cart=105,Add to cart,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,https://theburgersleeves.com/product/burger-and-fries-sleeves/,Burger and Fries Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,/brand/the-burger-sleeves/?add-to-cart=129,Add to cart,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,https://theburgersleeves.com/product/burger-sandwich-sleeves/,Burger Sandwich Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,/brand/the-burger-sleeves/?add-to-cart=131,Add to cart,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,https://theburgersleeves.com/product/burger-sleeves/,Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,/brand/the-burger-sleeves/?add-to-cart=95,Add to cart,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,https://theburgersleeves.com/product/burger-wrapping-sleeves/,Burger Wrapping Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,/brand/the-burger-sleeves/?add-to-cart=130,Add to cart,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,https://theburgersleeves.com/product/cafe-burger-sleeves/,Cafe Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,/brand/the-burger-sleeves/?add-to-cart=125,Add to cart,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,https://theburgersleeves.com/product/cardboard-burger-sleeves/,Cardboard Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,/brand/the-burger-sleeves/?add-to-cart=90,Add to cart,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,https://theburgersleeves.com/product/cheeseburger-sleeves/,Cheeseburger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,/brand/the-burger-sleeves/?add-to-cart=97,Add to cart,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,https://theburgersleeves.com/product/corrugated-burger-sleeves/,Corrugated Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,/brand/the-burger-sleeves/?add-to-cart=92,Add to cart,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,https://theburgersleeves.com/product/custom-burger-sleeves/,Custom Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,/brand/the-burger-sleeves/?add-to-cart=103,Add to cart,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,https://theburgersleeves.com/product/die-cut-burger-sleeves/,Die Cut Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,/brand/the-burger-sleeves/?add-to-cart=122,Add to cart,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,https://theburgersleeves.com/product/disposable-burger-sleeves/,Disposable Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,/brand/the-burger-sleeves/?add-to-cart=100,Add to cart,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,https://theburgersleeves.com/product/double-patty-burger-sleeves/,Double Patty Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,/brand/the-burger-sleeves/?add-to-cart=116,Add to cart,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,https://theburgersleeves.com/product/eco-friendly-burger-sleeves/,Eco Friendly Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,/brand/the-burger-sleeves/?add-to-cart=94,Add to cart,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,https://theburgersleeves.com/brand/the-burger-sleeves/page/2/,2,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,https://theburgersleeves.com/brand/the-burger-sleeves/page/3/,3,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/brand/the-burger-sleeves/,https://theburgersleeves.com/brand/the-burger-sleeves/page/2/,&rarr;,(live body),live-wordpress,200,live crawl > brand__the-burger-sleeves.html
https://theburgersleeves.com/contact-us/,/cdn-cgi/l/email-protection,[email&#160;protected],(live body),live-wordpress,404,live crawl > contact-us.html
https://theburgersleeves.com/contact-us/,https://theburgersleeves.com/get-free-quote/,Request Free Quote,(live body),live-wordpress,200,live crawl > contact-us.html
https://theburgersleeves.com/contact-us/,/cdn-cgi/l/email-protection#bfd6d1d9d0ffcbd7daddcacdd8dacdccd3dadac9dacc91dcd0d2,Email,(live body),live-wordpress,404,live crawl > contact-us.html
https://theburgersleeves.com/,https://theburgersleeves.com/shop/,View Products,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,https://theburgersleeves.com/product/fast-food-sleeves-packaging/,Fast Food Sleeves Packaging &#36;0.50,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,/?add-to-cart=132,Add to cart,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,https://theburgersleeves.com/product/burger-sandwich-sleeves/,Burger Sandwich Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,/?add-to-cart=131,Add to cart,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,https://theburgersleeves.com/product/burger-wrapping-sleeves/,Burger Wrapping Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,/?add-to-cart=130,Add to cart,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,https://theburgersleeves.com/product/burger-and-fries-sleeves/,Burger and Fries Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,/?add-to-cart=129,Add to cart,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,https://theburgersleeves.com/product/event-burger-sleeves/,Event Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,/?add-to-cart=128,Add to cart,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,https://theburgersleeves.com/product/promotional-burger-sleeves/,Promotional Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,/?add-to-cart=127,Add to cart,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,https://theburgersleeves.com/product/street-food-burger-sleeves/,Street Food Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,/?add-to-cart=126,Add to cart,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,https://theburgersleeves.com/product/cafe-burger-sleeves/,Cafe Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,/?add-to-cart=125,Add to cart,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,https://theburgersleeves.com/product/food-truck-burger-sleeves/,Food Truck Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,/?add-to-cart=124,Add to cart,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,https://theburgersleeves.com/product/restaurant-burger-sleeves/,Restaurant Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,/?add-to-cart=123,Add to cart,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,https://theburgersleeves.com/product/die-cut-burger-sleeves/,Die Cut Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,/?add-to-cart=122,Add to cart,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,https://theburgersleeves.com/product/gloss-finish-burger-sleeves/,Gloss Finish Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,/?add-to-cart=121,Add to cart,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,https://theburgersleeves.com/product/matte-finish-burger-sleeves/,Matte Finish Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,/?add-to-cart=120,Add to cart,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,https://theburgersleeves.com/product/black-burger-sleeves/,Black Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,/?add-to-cart=119,Add to cart,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,https://theburgersleeves.com/product/white-burger-sleeves/,White Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,/?add-to-cart=118,Add to cart,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,https://theburgersleeves.com/product/kraft-brown-burger-sleeves/,Kraft Brown Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,/?add-to-cart=117,Add to cart,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,https://theburgersleeves.com/get-free-quote/,Request Free Quote,(live body),live-wordpress,200,live crawl > index.html
https://theburgersleeves.com/,/cdn-cgi/l/email-protection#7b12151d143b0f131e190e091c1e0908171e1e0d1e0855181416,Email,(live body),live-wordpress,404,live crawl > index.html
https://theburgersleeves.com/privacy-policy/,https://theburgersleeves.com/,https://theburgersleeves.com/,(live body),live-wordpress,200,live crawl > privacy-policy.html
https://theburgersleeves.com/privacy-policy/,https://theburgersleeves.com/,https://theburgersleeves.com/,(live body),live-wordpress,200,live crawl > privacy-policy.html
https://theburgersleeves.com/product/large-burger-sleeves/,https://theburgersleeves.com/product/slider-burger-sleeves/,large format burger sleeve options,(live body),live-wordpress,200,live crawl > product__large-burger-sleeves.html
https://theburgersleeves.com/product/large-burger-sleeves/,https://theburgersleeves.com/product/jumbo-burger-sleeves/,oversized wrap coverage,(live body),live-wordpress,200,live crawl > product__large-burger-sleeves.html
https://theburgersleeves.com/product/large-burger-sleeves/,https://theburgersleeves.com/product/medium-burger-sleeves/,standard service sizing,(live body),live-wordpress,200,live crawl > product__large-burger-sleeves.html
https://theburgersleeves.com/product/large-burger-sleeves/,https://theburgersleeves.com/product/double-patty-burger-sleeves/,extra thickness coverage,(live body),live-wordpress,200,live crawl > product__large-burger-sleeves.html
https://theburgersleeves.com/refund_returns/,https://theburgersleeves.com/,https://theburgersleeves.com/,(live body),live-wordpress,200,live crawl > refund_returns.html
https://theburgersleeves.com/shipping-policy/,https://theburgersleeves.com/,https://theburgersleeves.com/,(live body),live-wordpress,200,live crawl > shipping-policy.html
https://theburgersleeves.com/shop/,https://theburgersleeves.com/product/black-burger-sleeves/,Black Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,/shop/?add-to-cart=119,Add to cart,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,https://theburgersleeves.com/product/black-printed-burger-sleeves/,Black Printed Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,/shop/?add-to-cart=108,Add to cart,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,https://theburgersleeves.com/product/branded-burger-sleeves/,Branded Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,/shop/?add-to-cart=105,Add to cart,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,https://theburgersleeves.com/product/burger-and-fries-sleeves/,Burger and Fries Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,/shop/?add-to-cart=129,Add to cart,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,https://theburgersleeves.com/product/burger-sandwich-sleeves/,Burger Sandwich Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,/shop/?add-to-cart=131,Add to cart,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,https://theburgersleeves.com/product/burger-sleeves/,Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,/shop/?add-to-cart=95,Add to cart,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,https://theburgersleeves.com/product/burger-wrapping-sleeves/,Burger Wrapping Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,/shop/?add-to-cart=130,Add to cart,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,https://theburgersleeves.com/product/cafe-burger-sleeves/,Cafe Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,/shop/?add-to-cart=125,Add to cart,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,https://theburgersleeves.com/product/cardboard-burger-sleeves/,Cardboard Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,/shop/?add-to-cart=90,Add to cart,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,https://theburgersleeves.com/product/cheeseburger-sleeves/,Cheeseburger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,/shop/?add-to-cart=97,Add to cart,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,https://theburgersleeves.com/product/corrugated-burger-sleeves/,Corrugated Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,/shop/?add-to-cart=92,Add to cart,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,https://theburgersleeves.com/product/custom-burger-sleeves/,Custom Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,/shop/?add-to-cart=103,Add to cart,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,https://theburgersleeves.com/product/die-cut-burger-sleeves/,Die Cut Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,/shop/?add-to-cart=122,Add to cart,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,https://theburgersleeves.com/product/disposable-burger-sleeves/,Disposable Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,/shop/?add-to-cart=100,Add to cart,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,https://theburgersleeves.com/product/double-patty-burger-sleeves/,Double Patty Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,/shop/?add-to-cart=116,Add to cart,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,https://theburgersleeves.com/product/eco-friendly-burger-sleeves/,Eco Friendly Burger Sleeves &#36;0.50,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,/shop/?add-to-cart=94,Add to cart,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,https://theburgersleeves.com/shop/page/2/,2,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,https://theburgersleeves.com/shop/page/3/,3,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/shop/,https://theburgersleeves.com/shop/page/2/,&rarr;,(live body),live-wordpress,200,live crawl > shop.html
https://theburgersleeves.com/terms-and-conditions/,https://theburgersleeves.com/,https://theburgersleeves.com/,(live body),live-wordpress,200,live crawl > terms-and-conditions.html
https://theburgersleeves.com/terms-and-conditions/,https://theburgersleeves.com/,https://theburgersleeves.com/,(live body),live-wordpress,200,live crawl > terms-and-conditions.html
